sourceAssetPath,sourcePack,observedModelIdentity,bucket,reason,proposedWeaponFamily,handedness,likelyFireMode,visualDistinctness,variantGroup,materialCount,rendererCount,geometryEstimate,boundsX,boundsY,boundsZ,longestAxis,gripAvailability,muzzleAvailability,toonCompatibility,shaders,recommendedDisposition,evidenceReference
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_A.prefab,MW4,Optic_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1034,0.045,0.066,0.076,0.076,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_B.prefab,MW4,Optic_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1660,0.05,0.088,0.13,0.13,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_C.prefab,MW4,Optic_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2758,0.066,0.126,0.202,0.202,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_D.prefab,MW4,Optic_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1766,0.052,0.09,0.16,0.16,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_E.prefab,MW4,Optic_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.06,0.086,0.088,0.088,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_F.prefab,MW4,Optic_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,858,0.055,0.103,0.09,0.103,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_H.prefab,MW4,Optic_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1798,0.066,0.146,0.176,0.176,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I.prefab,MW4,Optic_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1680,0.06,0.092,0.118,0.118,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_2.prefab,MW4,Optic_I_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2040,0.06,0.092,0.18,0.18,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_2_Sand.prefab,MW4,Optic_I_2_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2040,0.06,0.092,0.18,0.18,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_I_Sand.prefab,MW4,Optic_I_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1680,0.138,0.124,0.13,0.138,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_K.prefab,MW4,Optic_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2060,0.072,0.124,0.209,0.209,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_M.prefab,MW4,Optic_M,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1248,0.055,0.086,0.102,0.102,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_N.prefab,MW4,Optic_N,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2458,0.09,0.156,0.368,0.368,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_O.prefab,MW4,Optic_O,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1028,0.055,0.101,0.074,0.101,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_P.prefab,MW4,Optic_P,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,924,0.055,0.082,0.07,0.082,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_Q.prefab,MW4,Optic_Q,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,962,0.055,0.07,0.08,0.08,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_R.prefab,MW4,Optic_R,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1302,0.055,0.069,0.086,0.086,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_S.prefab,MW4,Optic_S,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1284,0.059,0.104,0.168,0.168,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_T.prefab,MW4,Optic_T,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,802,0.077,0.08,0.15,0.15,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_U.prefab,MW4,Optic_U,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1130,0.055,0.064,0.086,0.086,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_V.prefab,MW4,Optic_V,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,2784,0.14,0.176,0.856,0.856,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics/Optic_W.prefab,MW4,Optic_W,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,2210,0.136,0.169,0.63,0.63,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_J.prefab,MW4,Optic_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,3,2128,0.064,0.135,0.195,0.195,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_L.prefab,MW4,Optic_L,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,4,3236,0.066,0.101,0.258,0.258,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Combo/Optic_L_2.prefab,MW4,Optic_L_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,4,3596,0.066,0.101,0.32,0.32,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G.prefab,MW4,Optic_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,4,2416,0.057,0.063,0.044,0.063,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_IronSight/Optic_G_2.prefab,MW4,Optic_G_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,4,2436,0.057,0.069,0.044,0.069,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_A.prefab,MW4,Optic_Pistol_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,760,0.035,0.05,0.059,0.059,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_B.prefab,MW4,Optic_Pistol_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,832,0.041,0.082,0.089,0.089,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_C.prefab,MW4,Optic_Pistol_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,516,0.035,0.053,0.061,0.061,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_D.prefab,MW4,Optic_Pistol_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,736,0.039,0.052,0.056,0.056,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_E.prefab,MW4,Optic_Pistol_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,606,0.045,0.045,0.051,0.051,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Pistol/Optic_Pistol_F.prefab,MW4,Optic_Pistol_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1764,0.042,0.082,0.25,0.25,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_A.prefab,MW4,Optic_Recon_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,3,700,0.058,0.063,0.02,0.063,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_B.prefab,MW4,Optic_Recon_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,1740,0.11,0.152,0.548,0.548,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_C.prefab,MW4,Optic_Recon_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1544,0.09,0.134,0.483,0.483,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_D.prefab,MW4,Optic_Recon_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1754,0.099,0.14,0.45,0.45,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_E.prefab,MW4,Optic_Recon_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1304,0.069,0.125,0.245,0.245,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_F.prefab,MW4,Optic_Recon_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,1728,0.11,0.152,0.637,0.637,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_G.prefab,MW4,Optic_Recon_G,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2296,0.068,0.123,0.45,0.45,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_H.prefab,MW4,Optic_Recon_H,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,2460,0.055,0.113,0.434,0.434,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_I.prefab,MW4,Optic_Recon_I,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,3020,0.085,0.112,0.414,0.414,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_J.prefab,MW4,Optic_Recon_J,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,3886,0.106,0.149,0.531,0.531,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Recon/Optic_Recon_K.prefab,MW4,Optic_Recon_K,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,TwoHanded,,,,2,2,3140,0.067,0.137,0.588,0.588,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_X.prefab,MW4,Optic_X,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1280,0.126,0.114,0.076,0.126,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/Optics/Optics_Side/Optic_Y.prefab,MW4,Optic_Y,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,2,2,1040,0.129,0.12,0.061,0.129,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_A.prefab,MW4,Bipod_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,3,1050,0.118,0.265,0.056,0.265,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_B.prefab,MW4,Bipod_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,3,1108,0.127,0.264,0.055,0.264,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/Bipods/Bipod_C.prefab,MW4,Bipod_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,3,2016,0.12,0.266,0.082,0.266,none-authored,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_A.prefab,MW4,ForwardGrip_A,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1416,0.05,0.077,0.167,0.167,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_A_Sand.prefab,MW4,ForwardGrip_A_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1416,0.05,0.077,0.167,0.167,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_B.prefab,MW4,ForwardGrip_B,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,552,0.049,0.105,0.067,0.105,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_B_Sand.prefab,MW4,ForwardGrip_B_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,552,0.049,0.105,0.067,0.105,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_C.prefab,MW4,ForwardGrip_C,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,748,0.049,0.155,0.057,0.155,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_C_Sand.prefab,MW4,ForwardGrip_C_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,748,0.049,0.155,0.057,0.155,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D.prefab,MW4,ForwardGrip_D,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1380,0.045,0.115,0.07,0.115,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D_2.prefab,MW4,ForwardGrip_D_2,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1524,0.045,0.152,0.07,0.152,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D_2_Sand.prefab,MW4,ForwardGrip_D_2_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1524,0.045,0.152,0.07,0.152,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_D_Sand.prefab,MW4,ForwardGrip_D_Sand,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,1380,0.045,0.115,0.07,0.115,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_E.prefab,MW4,ForwardGrip_E,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,488,0.05,0.164,0.045,0.164,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
Assets/ThirdParty/Low Poly Weapon Pack 4_MW_1/Prefabs/Previous/Attachments/UnderBarrels/ForwardGrips/ForwardGrip_F.prefab,MW4,ForwardGrip_F,AttachmentOrPart,attachment module (optic/muzzle/grip/rail/light/mag),,,,,,1,1,450,0.05,0.07,0.128,0.128,child-hit:1,none-authored,urp-lit-needs-conversion,Universal Render Pipeline/Lit,,Evidence/ + _raw_prefab_scan.tsv
