asset_path,clip_name,profile,status,reason,runtime_keys
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps242.wav","ConcreteSingelSteps242","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps243.wav","ConcreteSingelSteps243","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps244.wav","ConcreteSingelSteps244","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps245.wav","ConcreteSingelSteps245","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps246.wav","ConcreteSingelSteps246","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps247.wav","ConcreteSingelSteps247","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps248.wav","ConcreteSingelSteps248","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps249.wav","ConcreteSingelSteps249","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps25.wav","ConcreteSingelSteps25","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps250.wav","ConcreteSingelSteps250","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps251.wav","ConcreteSingelSteps251","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps252.wav","ConcreteSingelSteps252","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps253.wav","ConcreteSingelSteps253","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps254.wav","ConcreteSingelSteps254","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps255.wav","ConcreteSingelSteps255","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps256.wav","ConcreteSingelSteps256","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps257.wav","ConcreteSingelSteps257","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps258.wav","ConcreteSingelSteps258","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps259.wav","ConcreteSingelSteps259","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps26.wav","ConcreteSingelSteps26","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps260.wav","ConcreteSingelSteps260","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps261.wav","ConcreteSingelSteps261","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps262.wav","ConcreteSingelSteps262","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps263.wav","ConcreteSingelSteps263","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps264.wav","ConcreteSingelSteps264","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps265.wav","ConcreteSingelSteps265","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps266.wav","ConcreteSingelSteps266","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps267.wav","ConcreteSingelSteps267","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps268.wav","ConcreteSingelSteps268","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps269.wav","ConcreteSingelSteps269","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps27.wav","ConcreteSingelSteps27","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps270.wav","ConcreteSingelSteps270","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps271.wav","ConcreteSingelSteps271","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps272.wav","ConcreteSingelSteps272","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps273.wav","ConcreteSingelSteps273","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps274.wav","ConcreteSingelSteps274","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps275.wav","ConcreteSingelSteps275","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps276.wav","ConcreteSingelSteps276","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps277.wav","ConcreteSingelSteps277","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps278.wav","ConcreteSingelSteps278","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps279.wav","ConcreteSingelSteps279","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps28.wav","ConcreteSingelSteps28","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps280.wav","ConcreteSingelSteps280","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps281.wav","ConcreteSingelSteps281","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps282.wav","ConcreteSingelSteps282","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps283.wav","ConcreteSingelSteps283","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps284.wav","ConcreteSingelSteps284","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps285.wav","ConcreteSingelSteps285","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps286.wav","ConcreteSingelSteps286","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps287.wav","ConcreteSingelSteps287","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps288.wav","ConcreteSingelSteps288","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps289.wav","ConcreteSingelSteps289","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps29.wav","ConcreteSingelSteps29","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps290.wav","ConcreteSingelSteps290","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps291.wav","ConcreteSingelSteps291","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps292.wav","ConcreteSingelSteps292","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps293.wav","ConcreteSingelSteps293","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps294.wav","ConcreteSingelSteps294","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps295.wav","ConcreteSingelSteps295","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps296.wav","ConcreteSingelSteps296","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps297.wav","ConcreteSingelSteps297","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps298.wav","ConcreteSingelSteps298","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps299.wav","ConcreteSingelSteps299","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps30.wav","ConcreteSingelSteps30","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps300.wav","ConcreteSingelSteps300","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps301.wav","ConcreteSingelSteps301","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps302.wav","ConcreteSingelSteps302","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps303.wav","ConcreteSingelSteps303","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps304.wav","ConcreteSingelSteps304","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps305.wav","ConcreteSingelSteps305","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps306.wav","ConcreteSingelSteps306","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps307.wav","ConcreteSingelSteps307","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps308.wav","ConcreteSingelSteps308","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps309.wav","ConcreteSingelSteps309","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps31.wav","ConcreteSingelSteps31","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps310.wav","ConcreteSingelSteps310","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps311.wav","ConcreteSingelSteps311","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps312.wav","ConcreteSingelSteps312","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps313.wav","ConcreteSingelSteps313","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps314.wav","ConcreteSingelSteps314","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps315.wav","ConcreteSingelSteps315","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps316.wav","ConcreteSingelSteps316","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps317.wav","ConcreteSingelSteps317","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps318.wav","ConcreteSingelSteps318","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps319.wav","ConcreteSingelSteps319","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
"Assets/Footsteps Pack Expanded/SingleSteps/ConcreteSteps/ConcreteSingelSteps32.wav","ConcreteSingelSteps32","player_movement","SOURCE_ONLY","audited-only: footstep breadth cut from mobile build",""
